article_id,date,outlet,outlet_type,journalist_id,topic,frame_type,tone,slant,breaking,visuals,length_words,clicks,shares,comments,engagement_index,high_engagement
a_00816,2025-12-23,CNN,cable_news,j_06_016,Education,Economic Consequences,0.236,0.082,0,1,577,329,53,19,4.6954,0
a_00817,2025-08-08,MSNBC,cable_news,j_08_006,Health,Morality,-0.263,-0.632,0,1,713,664,127,46,5.4755,1
a_00818,2025-08-19,The Daily Caller,partisan_right,j_14_001,Politics,Economic Consequences,0.314,1.0,0,0,630,891,127,122,5.8148,1
a_00819,2025-11-24,The Daily Caller,partisan_right,j_14_020,Health,Economic Consequences,0.535,0.816,0,1,396,734,64,86,5.4454,1
a_00820,2026-01-20,Politico,digital_politics,j_09_009,Health,Responsibility,0.586,-0.077,0,1,615,466,65,20,4.939,0
a_00821,2025-08-05,CNN,cable_news,j_06_015,Economy,Human Interest,0.121,-0.357,1,1,426,669,226,35,5.5978,1
a_00822,2025-11-24,Breitbart,partisan_right,j_13_004,Foreign Policy,Human Interest,0.213,0.776,1,1,702,1204,290,113,6.1964,1
a_00823,2025-08-24,Breitbart,partisan_right,j_13_001,Education,Thematic,0.426,0.58,1,1,538,691,33,61,5.1531,1
a_00824,2025-11-21,Vox,digital_explainer,j_11_007,Immigration,Economic Consequences,-0.55,-0.168,0,1,845,561,78,25,5.1282,1
a_00825,2025-11-16,The Washington Post,legacy_mainstream,j_01_011,Politics,Economic Consequences,0.011,0.036,0,1,1281,450,84,49,5.1709,1
a_00826,2025-08-16,Politico,digital_politics,j_09_010,Foreign Policy,Thematic,0.355,-0.092,0,1,721,350,44,17,4.6505,0
a_00827,2025-11-26,HuffPost,digital_viral,j_12_028,Immigration,Responsibility,0.099,-0.479,0,1,830,344,40,49,4.8182,0
a_00828,2026-01-03,The Daily Beast,digital_politics,j_19_006,Economy,Conflict,0.772,-0.104,0,1,563,265,33,26,4.5088,0
a_00829,2025-12-28,Axios,digital_politics,j_10_020,Immigration,Morality,0.238,-0.083,0,1,763,306,50,13,4.5708,0
a_00830,2025-08-06,CNN,cable_news,j_06_012,Technology,Responsibility,0.04,-0.063,0,1,713,356,32,20,4.5967,0
a_00831,2025-09-12,Vox,digital_explainer,j_11_001,Crime,Human Interest,0.168,-0.586,0,0,954,269,55,15,4.5613,0
a_00832,2025-09-11,Reuters,wire_service,j_03_016,Politics,Responsibility,-0.057,-0.063,1,1,674,509,68,41,5.135,1
a_00833,2025-10-18,The Washington Post,legacy_mainstream,j_01_012,Technology,Strategy/Game,-0.064,0.029,0,0,880,621,61,42,5.2069,1
a_00834,2025-08-25,Breitbart,partisan_right,j_13_016,Politics,Human Interest,0.131,0.801,0,1,796,542,109,23,5.1943,1
a_00835,2025-12-26,The Daily Beast,digital_politics,j_19_004,Politics,Episodic,-0.032,-0.397,0,1,753,554,44,20,4.9104,0
a_00836,2025-12-13,The Guardian,international,j_16_014,Politics,Morality,0.536,-0.592,0,1,1071,159,18,16,3.9876,0
a_00837,2025-12-18,Vox,digital_explainer,j_11_034,Elections,Thematic,0.246,-0.246,1,1,1285,815,90,70,5.558,1
a_00838,2025-09-04,The New York Times,legacy_mainstream,j_00_001,Health,Conflict,0.68,-0.11,0,0,915,103,30,8,3.7918,0
a_00839,2025-08-03,The Daily Beast,digital_politics,j_19_025,Health,Human Interest,-0.489,-0.099,1,0,802,599,64,51,5.241,1
a_00840,2026-01-05,MSNBC,cable_news,j_08_017,Health,Strategy/Game,-0.41,-0.428,1,1,671,639,41,35,5.0687,0
a_00841,2025-09-19,NPR,public_media,j_05_011,Elections,Thematic,0.149,-0.126,0,0,587,156,17,13,3.923,0
a_00842,2025-11-22,USA Today,legacy_mainstream,j_17_028,Climate,Economic Consequences,0.92,0.326,0,1,1013,352,56,93,5.0548,0
a_00843,2026-01-05,The Daily Caller,partisan_right,j_14_018,Elections,Thematic,0.53,0.601,0,1,487,229,41,31,4.5335,0
a_00844,2025-08-07,The Daily Caller,partisan_right,j_14_021,Health,Economic Consequences,-0.116,0.142,0,0,464,289,87,19,4.7773,0
a_00845,2025-08-01,NPR,public_media,j_05_040,Politics,Morality,0.377,-0.149,0,1,1289,208,46,12,4.3392,0
a_00846,2025-08-01,The Daily Beast,digital_politics,j_19_002,Climate,Human Interest,0.068,0.311,1,1,754,1200,173,21,5.7114,1
a_00847,2025-08-28,Politico,digital_politics,j_09_011,Health,Morality,-0.261,-0.272,0,0,567,337,33,43,4.7263,0
a_00848,2025-08-09,Axios,digital_politics,j_10_022,Foreign Policy,Thematic,0.411,0.057,1,0,1057,264,63,29,4.7178,0
a_00849,2025-12-20,BuzzFeed News,digital_viral,j_15_005,Foreign Policy,Strategy/Game,0.3,-0.107,0,1,509,266,32,15,4.3971,0
a_00850,2025-11-13,Breitbart,partisan_right,j_13_012,Technology,Episodic,-0.127,0.674,1,1,439,2291,246,83,6.4076,1
a_00851,2026-01-17,Reuters,wire_service,j_03_017,Elections,Human Interest,0.157,0.049,0,1,925,264,31,11,4.3266,0
a_00852,2025-12-17,CNN,cable_news,j_06_001,Climate,Thematic,0.293,0.185,0,1,658,233,20,22,4.2681,0
a_00853,2026-01-14,Fox News,cable_news,j_07_008,Economy,Morality,-0.027,0.371,0,1,319,401,46,28,4.8267,0
a_00854,2025-09-11,New York Post,tabloid,j_18_015,Technology,Strategy/Game,-0.412,0.519,0,1,548,681,85,71,5.4542,1
a_00855,2025-09-19,The Daily Caller,partisan_right,j_14_010,Politics,Strategy/Game,0.297,0.521,1,0,649,580,101,45,5.3356,1
a_00856,2025-12-25,Fox News,cable_news,j_07_008,Foreign Policy,Strategy/Game,-0.263,0.262,0,0,977,246,29,30,4.4619,0
a_00857,2025-09-12,The Daily Caller,partisan_right,j_14_018,Politics,Responsibility,0.11,0.383,0,1,611,379,33,34,4.7391,0
a_00858,2025-08-10,The Daily Caller,partisan_right,j_14_011,Health,Morality,0.506,0.096,0,1,759,602,46,68,5.2028,1
a_00859,2025-11-24,Fox News,cable_news,j_07_002,Climate,Strategy/Game,0.374,0.419,0,1,970,404,59,11,4.7272,0
a_00860,2025-12-17,MSNBC,cable_news,j_08_002,Politics,Thematic,0.363,0.214,0,1,547,280,39,11,4.4228,0
a_00861,2026-01-15,USA Today,legacy_mainstream,j_17_032,Politics,Morality,0.436,0.065,0,0,945,189,21,12,4.0638,0
a_00862,2026-01-08,Vox,digital_explainer,j_11_011,Immigration,Responsibility,0.923,-0.078,0,1,970,412,47,52,4.9671,0
a_00863,2025-08-21,The Wall Street Journal,legacy_mainstream,j_02_018,Politics,Economic Consequences,-0.026,0.097,0,1,826,325,50,62,4.9016,0
a_00864,2025-12-12,The Daily Caller,partisan_right,j_14_002,Technology,Human Interest,-0.031,0.489,0,0,569,639,141,44,5.4788,1
a_00865,2025-12-25,Vox,digital_explainer,j_11_013,Health,Episodic,-0.131,-0.004,1,1,810,444,46,24,4.8479,0
a_00866,2025-11-29,Axios,digital_politics,j_10_014,Economy,Strategy/Game,0.537,0.552,0,0,706,251,35,7,4.2557,0
a_00867,2025-12-20,The Daily Caller,partisan_right,j_14_017,Economy,Economic Consequences,0.082,0.922,0,1,629,906,171,104,5.8801,1
a_00868,2025-12-23,New York Post,tabloid,j_18_039,Education,Responsibility,0.516,0.401,0,0,463,231,24,13,4.2168,0
a_00869,2025-10-17,CNN,cable_news,j_06_011,Elections,Episodic,0.141,-0.091,0,1,679,303,41,99,4.9008,0
a_00870,2025-08-07,MSNBC,cable_news,j_08_019,Politics,Conflict,0.872,-0.248,0,1,592,312,42,16,4.5681,0
a_00871,2025-10-18,Reuters,wire_service,j_03_029,Elections,Conflict,0.728,-0.188,0,0,600,89,8,19,3.5082,0
a_00872,2025-09-04,HuffPost,digital_viral,j_12_009,Climate,Morality,0.14,-0.562,0,1,609,497,71,54,5.1898,1
a_00873,2025-08-20,MSNBC,cable_news,j_08_006,Immigration,Strategy/Game,0.463,-0.582,0,1,592,488,67,22,4.9891,0
a_00874,2025-08-22,CNN,cable_news,j_06_022,Immigration,Human Interest,0.128,-0.088,0,1,521,231,38,19,4.4216,0
a_00875,2025-11-29,Breitbart,partisan_right,j_13_015,Immigration,Episodic,0.207,0.577,1,1,678,1888,169,206,6.3792,1
a_00876,2025-10-27,MSNBC,cable_news,j_08_013,Foreign Policy,Episodic,0.188,-0.667,0,0,373,353,48,23,4.7378,0
a_00877,2025-11-02,Politico,digital_politics,j_09_038,Technology,Responsibility,-0.21,0.041,0,1,519,321,70,36,4.8883,0
a_00878,2025-12-07,MSNBC,cable_news,j_08_004,Technology,Morality,-0.051,-0.38,0,0,450,181,51,20,4.3963,0
a_00879,2025-11-03,NPR,public_media,j_05_010,Health,Conflict,-0.155,-0.493,0,0,596,239,51,24,4.5695,0
a_00880,2025-11-17,The Wall Street Journal,legacy_mainstream,j_02_001,Politics,Episodic,0.453,0.107,0,1,1273,335,30,25,4.5904,0
a_00881,2025-08-15,The Guardian,international,j_16_010,Immigration,Thematic,-0.321,-0.38,0,0,863,671,106,28,5.3304,1
a_00882,2025-12-26,The Washington Post,legacy_mainstream,j_01_006,Politics,Morality,0.185,-0.304,0,1,1012,471,54,34,4.9918,0
a_00883,2025-10-17,CNN,cable_news,j_06_023,Economy,Responsibility,0.344,0.132,0,1,513,421,63,34,4.9812,0
a_00884,2025-08-27,Breitbart,partisan_right,j_13_005,Politics,Episodic,0.452,0.174,0,1,717,250,26,7,4.1674,0
a_00885,2025-12-19,The Wall Street Journal,legacy_mainstream,j_02_019,Economy,Strategy/Game,-0.382,-0.296,1,0,661,599,45,48,5.1254,1
a_00886,2025-12-06,Breitbart,partisan_right,j_13_007,Immigration,Economic Consequences,0.122,0.651,0,1,589,1170,140,83,5.9036,1
a_00887,2025-08-10,The Daily Caller,partisan_right,j_14_010,Climate,Strategy/Game,0.338,0.574,0,1,501,408,71,16,4.8565,0
a_00888,2025-09-03,Breitbart,partisan_right,j_13_009,Crime,Thematic,0.266,0.751,0,0,420,681,102,43,5.4098,1
a_00889,2025-08-03,CNN,cable_news,j_06_016,Politics,Episodic,0.503,-0.235,1,1,250,708,110,45,5.4605,1
a_00890,2025-09-16,The New York Times,legacy_mainstream,j_00_013,Crime,Morality,0.203,-0.479,0,0,527,338,49,66,4.9275,0
a_00891,2025-08-18,USA Today,legacy_mainstream,j_17_012,Health,Responsibility,-0.515,-0.052,0,0,1094,282,44,23,4.6003,0
a_00892,2025-12-01,CNN,cable_news,j_06_015,Education,Human Interest,0.093,-0.21,0,0,649,201,33,25,4.3637,0
a_00893,2025-10-30,The Guardian,international,j_16_010,Climate,Strategy/Game,0.039,0.088,0,0,1147,479,59,34,5.0263,0
a_00894,2026-01-17,Reuters,wire_service,j_03_005,Technology,Economic Consequences,-0.578,-0.081,0,1,800,377,53,11,4.6611,0
a_00895,2025-12-08,Reuters,wire_service,j_03_015,Technology,Human Interest,-0.298,-0.013,1,1,671,414,103,43,5.1643,1
a_00896,2025-11-14,BuzzFeed News,digital_viral,j_15_009,Elections,Human Interest,0.519,0.569,0,0,548,243,35,13,4.3515,0
a_00897,2025-10-28,New York Post,tabloid,j_18_002,Education,Human Interest,-0.529,0.151,0,0,263,412,57,26,4.889,0
a_00898,2025-08-10,USA Today,legacy_mainstream,j_17_015,Technology,Human Interest,0.551,0.089,0,0,986,215,30,9,4.1784,0
a_00899,2025-08-13,BuzzFeed News,digital_viral,j_15_004,Technology,Conflict,-0.001,0.112,0,1,492,366,46,28,4.7812,0
a_00900,2025-11-15,AP News,wire_service,j_04_010,Politics,Strategy/Game,0.226,0.183,1,0,1199,470,55,59,5.1039,1
a_00901,2025-08-01,New York Post,tabloid,j_18_024,Elections,Morality,-0.016,0.272,0,1,534,365,53,43,4.9048,0
a_00902,2025-08-08,Breitbart,partisan_right,j_13_004,Health,Thematic,-0.038,0.698,0,1,925,503,57,83,5.2156,1
a_00903,2025-09-07,Reuters,wire_service,j_03_018,Economy,Economic Consequences,0.06,0.025,0,0,622,153,20,27,4.0983,0
a_00904,2025-12-31,The Wall Street Journal,legacy_mainstream,j_02_036,Elections,Strategy/Game,-0.047,0.056,0,1,1170,194,20,5,3.9082,0
a_00905,2025-10-19,USA Today,legacy_mainstream,j_17_013,Education,Economic Consequences,0.798,0.031,0,0,1085,156,22,6,3.858,0
a_00906,2025-12-01,NPR,public_media,j_05_013,Politics,Responsibility,0.051,0.307,0,1,716,233,39,7,4.2502,0
a_00907,2025-10-11,BuzzFeed News,digital_viral,j_15_018,Politics,Morality,0.102,0.253,0,1,593,485,61,49,5.1136,1
a_00908,2025-08-30,The Wall Street Journal,legacy_mainstream,j_02_032,Politics,Morality,0.541,0.276,0,0,794,495,33,26,4.8204,0
a_00909,2025-10-04,NPR,public_media,j_05_010,Climate,Strategy/Game,0.744,0.014,0,1,629,85,14,5,3.3979,0
a_00910,2025-08-16,NPR,public_media,j_05_005,Politics,Episodic,0.438,-0.417,1,0,1020,1005,142,67,5.7896,1
a_00911,2025-12-12,NPR,public_media,j_05_009,Elections,Human Interest,-0.21,-0.265,0,1,815,296,28,27,4.5235,0
a_00912,2025-09-01,Breitbart,partisan_right,j_13_020,Elections,Episodic,0.364,0.887,0,0,679,638,113,23,5.2864,1
a_00913,2025-10-05,New York Post,tabloid,j_18_007,Technology,Economic Consequences,-0.614,0.572,0,0,550,477,40,19,4.798,0
a_00914,2026-01-17,New York Post,tabloid,j_18_016,Climate,Human Interest,0.121,0.007,1,1,266,970,189,72,5.8714,1
a_00915,2025-11-11,The Daily Caller,partisan_right,j_14_001,Health,Human Interest,-0.541,0.429,0,0,802,604,80,82,5.4047,1
a_00916,2025-10-19,AP News,wire_service,j_04_015,Politics,Thematic,-0.291,0.545,1,0,687,538,33,39,4.9405,0
a_00917,2025-11-02,The Daily Beast,digital_politics,j_19_008,Education,Conflict,0.249,-0.176,0,1,746,180,26,9,4.0485,0
a_00918,2025-12-14,Axios,digital_politics,j_10_001,Politics,Morality,0.284,0.506,1,0,962,622,73,16,5.0751,0
a_00919,2025-09-14,Axios,digital_politics,j_10_005,Politics,Morality,0.172,0.102,0,1,1097,454,51,54,5.047,0
a_00920,2025-11-19,The Daily Caller,partisan_right,j_14_009,Health,Episodic,0.556,0.612,0,1,551,412,43,21,4.7652,0
a_00921,2025-12-29,BuzzFeed News,digital_viral,j_15_007,Politics,Morality,0.467,-0.126,0,1,298,351,45,15,4.6349,0
a_00922,2025-11-08,The Daily Beast,digital_politics,j_19_002,Crime,Thematic,0.443,0.036,0,1,610,400,46,13,4.6798,0
a_00923,2025-10-17,Vox,digital_explainer,j_11_007,Immigration,Strategy/Game,-0.069,0.089,0,0,936,203,14,7,3.8874,0
a_00924,2025-08-26,HuffPost,digital_viral,j_12_005,Foreign Policy,Strategy/Game,0.86,-0.459,0,1,494,515,109,24,5.177,1
a_00925,2025-09-12,The Daily Caller,partisan_right,j_14_015,Climate,Episodic,-0.141,0.462,0,1,697,617,77,41,5.2678,1
a_00926,2026-01-11,NPR,public_media,j_05_010,Foreign Policy,Economic Consequences,0.721,0.029,0,1,835,187,20,8,3.971,0
a_00927,2025-11-02,CNN,cable_news,j_06_014,Crime,Morality,1.0,-0.132,0,0,250,169,15,14,3.9413,0
a_00928,2025-09-22,HuffPost,digital_viral,j_12_008,Foreign Policy,Responsibility,0.404,-0.323,0,1,801,385,68,25,4.8998,0
a_00929,2025-10-12,The Washington Post,legacy_mainstream,j_01_003,Technology,Economic Consequences,0.16,0.102,1,1,679,248,21,56,4.4946,0
a_00930,2025-11-08,CNN,cable_news,j_06_001,Economy,Conflict,-0.625,0.176,1,1,527,1001,142,32,5.643,1
a_00931,2025-11-01,The Daily Caller,partisan_right,j_14_005,Elections,Economic Consequences,0.191,0.438,0,1,587,344,38,28,4.6943,0
a_00932,2025-11-30,The Daily Beast,digital_politics,j_19_017,Economy,Episodic,0.481,-0.147,0,0,972,453,51,37,4.9719,0
a_00933,2025-09-14,Axios,digital_politics,j_10_030,Politics,Strategy/Game,0.577,-0.252,0,1,843,489,45,22,4.8729,0
a_00934,2025-11-21,Fox News,cable_news,j_07_023,Economy,Human Interest,-0.366,0.126,0,1,614,644,70,50,5.2998,1
a_00935,2025-10-16,MSNBC,cable_news,j_08_009,Health,Strategy/Game,0.012,-0.269,1,0,471,468,64,51,5.1179,1
a_00936,2026-01-10,Breitbart,partisan_right,j_13_019,Health,Strategy/Game,-0.561,0.658,0,1,653,804,118,63,5.6109,1
a_00937,2025-08-28,Axios,digital_politics,j_10_013,Technology,Episodic,0.124,-0.192,0,1,893,238,24,35,4.4206,0
a_00938,2025-08-26,The New York Times,legacy_mainstream,j_00_012,Elections,Thematic,-0.415,-0.429,0,1,1047,1255,165,31,5.7946,1
a_00939,2025-10-19,Axios,digital_politics,j_10_013,Health,Thematic,0.289,-0.216,0,1,824,249,46,12,4.4288,0
a_00940,2025-10-27,MSNBC,cable_news,j_08_029,Technology,Economic Consequences,0.205,-0.186,1,0,609,196,15,30,4.1602,0
a_00941,2025-11-28,The Daily Caller,partisan_right,j_14_025,Health,Episodic,-0.042,0.058,0,0,322,400,54,47,4.9734,0
a_00942,2025-10-09,USA Today,legacy_mainstream,j_17_009,Foreign Policy,Morality,0.456,-0.303,0,0,822,353,34,34,4.7123,0
a_00943,2026-01-06,The Daily Beast,digital_politics,j_19_014,Politics,Morality,0.185,-0.666,0,0,813,682,64,94,5.4263,1
a_00944,2025-10-22,HuffPost,digital_viral,j_12_027,Politics,Strategy/Game,0.273,-0.095,1,1,549,798,118,23,5.411,1
a_00945,2025-08-23,Fox News,cable_news,j_07_011,Technology,Responsibility,-0.344,-0.101,0,1,308,734,82,81,5.5069,1
a_00946,2025-08-21,MSNBC,cable_news,j_08_015,Immigration,Morality,0.337,-0.292,1,1,263,528,47,67,5.1408,1
a_00947,2026-01-16,Reuters,wire_service,j_03_003,Foreign Policy,Thematic,-0.492,0.41,1,0,508,204,44,11,4.3005,0
a_00948,2025-08-24,New York Post,tabloid,j_18_039,Climate,Economic Consequences,-0.499,0.618,0,0,554,772,144,213,5.8914,1
a_00949,2026-01-11,The Guardian,international,j_16_021,Education,Conflict,0.113,-0.751,1,1,748,1276,88,105,5.8554,1
a_00950,2025-09-18,USA Today,legacy_mainstream,j_17_002,Crime,Conflict,0.587,0.025,0,0,587,135,11,3,3.4791,0
a_00951,2025-08-17,CNN,cable_news,j_06_015,Politics,Episodic,0.282,-0.347,0,0,714,321,53,29,4.7642,0
a_00952,2025-09-22,CNN,cable_news,j_06_001,Politics,Morality,0.055,-0.398,0,0,622,241,30,12,4.2877,0
a_00953,2025-11-15,USA Today,legacy_mainstream,j_17_025,Politics,Morality,0.816,-0.078,0,0,1176,131,30,17,4.0497,0
a_00954,2025-10-14,Axios,digital_politics,j_10_028,Health,Strategy/Game,0.248,0.357,0,1,671,567,95,55,5.3454,1
a_00955,2025-12-14,The Daily Caller,partisan_right,j_14_022,Technology,Morality,0.12,0.7,0,1,645,1417,213,78,6.1122,1
a_00956,2025-11-14,Politico,digital_politics,j_09_024,Health,Responsibility,0.159,-0.129,0,1,737,277,26,44,4.5639,0
a_00957,2025-10-09,MSNBC,cable_news,j_08_003,Climate,Conflict,0.651,-0.124,0,1,398,240,39,29,4.5293,0
a_00958,2025-11-18,HuffPost,digital_viral,j_12_010,Technology,Economic Consequences,0.123,-0.761,0,0,464,312,27,15,4.4273,0
a_00959,2026-01-16,The Guardian,international,j_16_017,Immigration,Thematic,0.183,-0.488,0,1,638,450,96,31,5.1213,1
a_00960,2025-10-11,CNN,cable_news,j_06_002,Immigration,Morality,0.471,-0.306,0,1,581,676,106,65,5.4986,1
a_00961,2025-08-27,The Guardian,international,j_16_015,Health,Economic Consequences,-0.597,-0.28,1,1,676,500,51,31,4.9868,0
a_00962,2025-10-10,AP News,wire_service,j_04_008,Health,Human Interest,-0.686,-0.051,1,0,669,452,81,28,5.0534,0
a_00963,2025-12-24,MSNBC,cable_news,j_08_016,Climate,Human Interest,-0.073,-0.335,0,1,408,470,139,36,5.2821,1
a_00964,2025-09-07,New York Post,tabloid,j_18_016,Climate,Human Interest,-0.109,0.156,0,1,603,655,82,29,5.249,1
a_00965,2026-01-12,The Daily Beast,digital_politics,j_19_015,Health,Human Interest,0.124,-0.194,0,0,803,468,77,11,4.8793,0
a_00966,2025-11-10,New York Post,tabloid,j_18_006,Health,Strategy/Game,0.206,0.335,0,1,663,955,111,80,5.7258,1
a_00967,2025-11-13,CNN,cable_news,j_06_034,Immigration,Conflict,0.625,-0.063,0,1,462,208,29,6,4.0807,0
a_00968,2025-09-24,The Guardian,international,j_16_017,Immigration,Human Interest,-0.324,-0.371,0,1,863,588,47,27,5.017,0
a_00969,2026-01-07,New York Post,tabloid,j_18_012,Politics,Morality,0.247,0.3,0,1,683,461,62,14,4.8523,0
a_00970,2025-08-07,The Daily Beast,digital_politics,j_19_018,Crime,Responsibility,-0.002,0.007,0,0,878,198,27,6,4.0355,0
a_00971,2025-09-21,The New York Times,legacy_mainstream,j_00_007,Elections,Thematic,0.166,-0.389,1,0,663,708,180,65,5.6794,1
a_00972,2025-10-12,The Daily Caller,partisan_right,j_14_007,Politics,Thematic,-0.513,0.535,0,1,556,1111,80,74,5.6888,1
a_00973,2025-10-22,The Daily Beast,digital_politics,j_19_013,Foreign Policy,Human Interest,0.104,0.09,1,0,1355,581,71,38,5.1989,1
a_00974,2025-10-22,BuzzFeed News,digital_viral,j_15_003,Politics,Responsibility,-0.241,-0.326,0,1,631,336,71,13,4.7209,0
a_00975,2025-08-26,AP News,wire_service,j_04_012,Technology,Conflict,0.135,0.451,0,0,250,138,17,7,3.7502,0
a_00976,2025-09-09,BuzzFeed News,digital_viral,j_15_017,Crime,Responsibility,0.668,-0.385,0,1,325,223,28,20,4.3249,0
a_00977,2025-08-17,The Wall Street Journal,legacy_mainstream,j_02_012,Politics,Economic Consequences,0.218,0.114,0,1,482,221,22,16,4.2086,0
a_00978,2025-11-08,Politico,digital_politics,j_09_023,Elections,Conflict,0.056,-0.188,0,0,843,323,32,36,4.6615,0
a_00979,2025-09-30,HuffPost,digital_viral,j_12_011,Crime,Strategy/Game,0.298,0.347,0,1,576,435,31,52,4.8726,0
a_00980,2025-11-06,Politico,digital_politics,j_09_032,Elections,Economic Consequences,-0.2,-0.076,0,1,636,440,48,29,4.8923,0
a_00981,2025-11-11,Breitbart,partisan_right,j_13_012,Health,Morality,-0.358,0.525,0,0,485,428,41,13,4.6798,0
a_00982,2025-11-30,AP News,wire_service,j_04_027,Foreign Policy,Conflict,0.535,-0.093,0,1,916,148,21,8,3.8687,0
a_00983,2025-11-03,HuffPost,digital_viral,j_12_026,Elections,Strategy/Game,0.568,-0.176,0,1,315,440,45,31,4.8863,0
a_00984,2025-11-21,HuffPost,digital_viral,j_12_003,Climate,Episodic,0.232,-0.282,0,0,392,254,29,13,4.3188,0
a_00985,2025-11-10,HuffPost,digital_viral,j_12_021,Economy,Responsibility,0.331,-0.233,0,1,539,334,39,15,4.5682,0
a_00986,2025-11-21,NPR,public_media,j_05_005,Immigration,Episodic,0.096,-1.0,1,0,665,642,85,49,5.3518,1
a_00987,2025-11-15,CNN,cable_news,j_06_017,Technology,Morality,-0.032,-0.086,0,1,447,566,64,142,5.4151,1
a_00988,2025-09-24,NPR,public_media,j_05_013,Elections,Economic Consequences,-0.072,-0.196,0,1,623,395,37,23,4.7176,0
a_00989,2025-09-12,Politico,digital_politics,j_09_007,Crime,Economic Consequences,0.118,0.31,1,0,639,670,93,50,5.4037,1
a_00990,2025-12-15,Vox,digital_explainer,j_11_018,Economy,Economic Consequences,-0.296,0.077,0,1,873,361,71,14,4.7704,0
a_00991,2025-09-29,Fox News,cable_news,j_07_005,Politics,Economic Consequences,-0.104,0.303,0,1,799,378,54,52,4.965,0
a_00992,2025-11-04,MSNBC,cable_news,j_08_014,Immigration,Human Interest,0.077,-0.096,0,0,636,484,53,56,5.0974,0
a_00993,2025-09-04,NPR,public_media,j_05_018,Elections,Economic Consequences,0.215,-0.475,0,1,887,421,55,47,5.0043,0
a_00994,2025-10-14,AP News,wire_service,j_04_002,Politics,Responsibility,1.0,0.192,1,1,490,176,12,26,4.0167,0
a_00995,2025-10-31,Breitbart,partisan_right,j_13_014,Education,Economic Consequences,-0.554,0.507,1,1,609,2547,328,153,6.6677,1
a_00996,2025-11-17,The Guardian,international,j_16_016,Elections,Responsibility,0.162,-0.596,1,0,850,504,59,32,5.0399,0
a_00997,2025-10-31,NPR,public_media,j_05_002,Politics,Human Interest,-0.377,-0.246,0,0,870,451,44,79,5.0752,0
a_00998,2025-10-02,USA Today,legacy_mainstream,j_17_015,Politics,Strategy/Game,0.184,0.3,0,1,1169,588,61,60,5.2495,1
a_00999,2026-01-14,Vox,digital_explainer,j_11_006,Immigration,Responsibility,0.096,-0.205,0,1,771,225,26,6,4.0882,0
a_01000,2025-10-28,Reuters,wire_service,j_03_011,Immigration,Thematic,0.303,0.374,0,1,893,261,50,24,4.6075,0
a_01001,2025-12-18,Fox News,cable_news,j_07_003,Politics,Morality,0.115,0.163,0,1,960,561,111,31,5.2744,1
a_01002,2025-12-06,The New York Times,legacy_mainstream,j_00_024,Foreign Policy,Human Interest,0.043,0.012,0,1,1116,1031,101,120,5.8163,1
a_01003,2025-11-05,The New York Times,legacy_mainstream,j_00_019,Technology,Responsibility,-0.129,-0.413,0,1,603,354,40,32,4.7494,0
a_01004,2026-01-01,CNN,cable_news,j_06_004,Elections,Strategy/Game,-0.02,-0.044,0,1,256,485,55,15,4.8552,0
a_01005,2025-08-23,Politico,digital_politics,j_09_007,Foreign Policy,Morality,0.104,0.104,0,1,1044,364,65,31,4.9,0
a_01006,2026-01-07,BuzzFeed News,digital_viral,j_15_011,Foreign Policy,Responsibility,0.135,0.115,0,1,700,206,29,17,4.2648,0
a_01007,2025-12-26,The Wall Street Journal,legacy_mainstream,j_02_017,Technology,Morality,0.072,0.263,0,0,646,248,35,22,4.4609,0
a_01008,2025-10-27,The Guardian,international,j_16_012,Economy,Human Interest,0.068,-0.485,1,1,1071,809,132,80,5.6945,1
a_01009,2025-12-05,AP News,wire_service,j_04_005,Technology,Human Interest,-0.22,0.22,0,1,395,152,17,24,4.0261,0
a_01010,2025-10-30,The Wall Street Journal,legacy_mainstream,j_02_004,Politics,Thematic,-0.026,0.633,0,1,904,586,128,54,5.4469,1
a_01011,2025-09-16,Breitbart,partisan_right,j_13_033,Immigration,Strategy/Game,-0.216,0.504,0,1,714,1021,138,77,5.8164,1
a_01012,2025-12-17,BuzzFeed News,digital_viral,j_15_016,Politics,Conflict,0.612,-0.509,0,0,480,269,27,35,4.5156,0
a_01013,2025-09-12,HuffPost,digital_viral,j_12_021,Technology,Thematic,-0.459,-0.075,1,1,460,654,82,149,5.5701,1
a_01014,2025-09-24,The Wall Street Journal,legacy_mainstream,j_02_011,Politics,Strategy/Game,0.424,0.117,1,0,1176,392,82,46,5.0826,0
a_01015,2025-10-29,The Wall Street Journal,legacy_mainstream,j_02_033,Health,Conflict,0.745,0.167,0,1,868,228,27,19,4.3157,0
a_01016,2025-12-23,Fox News,cable_news,j_07_004,Economy,Strategy/Game,0.194,0.489,0,1,825,555,105,51,5.3497,1
a_01017,2025-10-06,Politico,digital_politics,j_09_005,Climate,Responsibility,-0.207,-0.064,0,1,1004,520,57,44,5.1073,1
a_01018,2025-10-25,The Daily Beast,digital_politics,j_19_028,Education,Thematic,-0.155,-0.267,0,1,651,508,53,38,5.0456,0
a_01019,2025-08-08,NPR,public_media,j_05_031,Politics,Morality,0.355,-0.225,0,0,479,96,16,21,3.7555,0
a_01020,2025-08-21,Reuters,wire_service,j_03_008,Foreign Policy,Responsibility,0.155,0.367,0,1,551,167,17,9,3.8896,0
